timestamp,user_id,action_type,hour_of_day,is_weekend,ip_location_mismatch,geo_velocity_kmh,download_count_last_1h,upload_count_last_1h,bytes_transferred_last_1h,failed_logins_last_1h,failed_logins_last_24h,unique_ips_last_24h,session_duration_min,file_size_bytes,file_type_risk_score,request_rate_per_min,tor_exit_node,vpn_detected,user_agent_anomaly,time_since_last_login_h,label_anomaly,attack_type
1775937289,c7b7faf3-38c3-433e-a12b-b7b6181e95ce,list,1,1,0,29.79,2,0,523395,0,2,2,47.54,0,0.0,1.11,0,0,0,11.76,0,NORMAL
1775686464,6cc380fe-b8b5-4d37-83be-da82290a1592,list,3,0,0,29.13,0,0,2825023,0,0,1,49.21,0,0.0,2.49,0,0,0,17.95,0,NORMAL
1775746386,ed435d4c-3779-4be7-86c3-ae4d67cc75aa,upload,20,0,0,3.68,0,1,4722011,0,0,1,25.26,1009879,0.3,1.93,0,0,0,3.78,0,NORMAL
1775750312,a2857cae-47ca-46a7-92d3-86bfbe4c7fa2,login,21,0,0,28.54,0,0,1636548,0,1,2,43.56,0,0.0,1.49,0,0,0,18.17,0,NORMAL
1775737307,85dc1174-ebb0-4798-a037-096a2eecb4f5,list,17,0,0,4.39,2,0,1731016,0,2,1,31.56,0,0.0,2.62,0,0,0,5.57,0,NORMAL
1775844534,60da0dbe-3171-4824-aadf-54010e13c797,upload,23,0,0,36.13,1,3,3757464,0,2,2,13.57,2668215,0.4,0.53,0,0,0,6.51,0,NORMAL
1775887636,4feb1611-8836-477c-b171-62c594bd113b,login,11,1,0,35.71,0,0,908982,0,1,1,38.94,0,0.0,1.93,0,0,0,21.91,0,NORMAL
1775647755,7b59494d-6adc-45bf-b297-9d8848c965c5,upload,16,0,0,40.28,0,1,4730992,0,2,1,21.4,179062934,0.6,0.31,0,0,0,17.87,0,NORMAL
1775724746,1edd1f94-cb72-48d6-a8fd-e87d1aa31d7e,list,14,0,0,30.8,0,0,4164688,0,2,1,19.64,0,0.0,2.47,0,0,0,12.44,0,NORMAL
1775836767,1edd1f94-cb72-48d6-a8fd-e87d1aa31d7e,download,21,0,0,32.05,1,0,2822893,0,0,1,20.68,1734415,0.3,0.42,0,0,0,12.0,0,NORMAL
1775833245,a4c08a35-cf76-4a0d-a310-b4850e10cc18,upload,20,0,0,15.06,1,2,905354,0,1,2,49.52,614573701,0.85,2.83,0,0,0,19.6,0,NORMAL
1775834213,b1b78dd4-64f1-4df1-8771-836af07f7861,login,20,0,0,1.02,0,0,3880905,0,1,2,47.97,0,0.0,1.42,0,0,0,10.69,0,NORMAL
1776038958,998f84e5-6146-4443-bb3a-65aa02ec828d,delete,5,0,0,22.43,2,0,1923269,0,2,2,28.4,10803498,0.8,1.18,0,0,0,16.46,0,NORMAL
1775657694,b63f590e-57b9-4a70-821c-e03a49de075e,list,19,0,0,41.87,1,0,3153650,0,2,2,3.48,0,0.0,0.41,0,0,0,15.6,0,NORMAL
1775819006,f54e2088-91e4-49dd-9d66-e6d970111238,share,16,0,0,45.46,1,0,2888151,0,1,2,43.3,455744432,0.9,0.44,0,0,0,21.65,0,NORMAL
1775784252,6ed7a00d-6d1d-46f0-908a-84d6deae863e,download,6,0,0,36.24,3,0,4448622,0,1,1,45.53,264599131,0.9,0.59,0,0,0,13.91,0,NORMAL
1775666796,744be4bf-fb5b-4a5d-b299-c4068be55fd5,upload,22,0,0,28.62,1,3,4976188,0,1,2,53.2,357323855,0.9,0.36,0,0,0,9.56,0,NORMAL
1775703151,847c5369-4b92-41a4-9059-68909e39ff72,download,8,0,0,0.99,1,0,2564192,0,1,2,16.44,247645858,0.9,2.3,0,0,0,9.92,0,NORMAL
1775771262,a2464326-65e4-443c-ab38-fc5d6ecdd532,share,3,0,0,38.2,0,0,731582,0,1,2,24.46,228755,0.1,2.02,0,0,0,5.04,0,NORMAL
1775873726,134ccea5-fb4e-4c54-9666-bdf2cb8600c9,upload,7,1,0,8.49,0,1,4243402,0,2,1,14.96,1079825,1.0,0.21,0,0,0,11.05,0,NORMAL
1775765682,0cf797aa-f6e0-43fc-9dad-88cf0ca9445e,download,1,0,0,0.32,4,0,475546,0,2,2,37.75,432675354,0.9,2.53,0,0,0,22.83,0,NORMAL
1776062526,60da0dbe-3171-4824-aadf-54010e13c797,share,12,0,0,11.8,0,0,3971566,0,0,1,33.58,1241945,0.3,2.45,0,0,0,22.54,0,NORMAL
1775819541,b840b7a2-bd4a-4d5b-94e4-0506169c1ab0,upload,16,0,0,22.26,1,2,4343062,0,0,2,22.7,5529281,0.8,1.96,0,0,0,10.71,0,NORMAL
1776026319,c7cb96d3-4751-4a43-aa16-7cd8a71cb99f,upload,2,0,0,41.21,1,3,3750474,0,1,1,50.02,826624,0.3,0.1,0,0,0,11.26,0,NORMAL
1775694151,1c4c750b-53a7-4b67-b863-936802f65a3c,list,5,0,0,6.36,2,0,76759,0,0,2,10.37,0,0.0,2.75,0,0,0,20.72,0,NORMAL
1775647462,3c69c521-5631-417b-b04f-c93a598fea47,login,16,0,0,41.71,2,0,1032497,1,1,2,18.02,0,0.0,2.91,0,0,0,16.61,0,NORMAL
1775995656,5746d4c2-87b1-41e5-9cab-26935cc7d9c4,download,17,1,0,30.92,3,0,2741636,0,0,2,31.7,496480,0.1,0.44,0,0,0,4.47,0,NORMAL
1775933266,f54e2088-91e4-49dd-9d66-e6d970111238,download,0,1,0,43.04,2,0,260867,0,1,2,24.3,357065,0.1,2.63,0,0,0,8.7,0,NORMAL
1775798853,fe1926df-e726-4f31-a7ec-308fd15e9e57,list,10,0,0,35.99,1,0,1274915,0,0,1,6.43,0,0.0,1.21,0,1,0,10.7,0,NORMAL
1775647521,3f8265d3-cd31-486b-874f-29aeef6f3b49,login,16,0,0,458.63,0,0,3664,39,77,5,4.23,0,0.0,24.93,0,0,0,0.018,1,BRUTE_FORCE
1775666265,85dc1174-ebb0-4798-a037-096a2eecb4f5,login,22,0,0,38.04,1,0,755768,0,0,1,15.77,0,0.0,1.62,0,0,0,4.0,0,NORMAL
1775648194,492e3808-4b1f-400a-a51d-ba4daa4143c8,share,4,1,1,108.2,95,0,525770925,0,0,2,430.04,1869621145,0.67,3.42,0,0,0,2.34,1,EXFILTRATION
1775739288,85dc1174-ebb0-4798-a037-096a2eecb4f5,list,18,0,0,46.58,2,0,1827454,0,2,2,38.16,0,0.0,2.15,0,0,0,0.66,0,NORMAL
1775647886,cead1e6f-d616-4a7d-8f13-3da2bd906adc,download,17,0,0,13175.24,233,0,737506993,0,0,2,273.07,278650673,0.86,61.07,1,0,1,0.34,1,HNDL
1775766852,a17c2db6-c2e6-4fe5-a92e-065483dc85a1,download,2,0,0,37.96,1,0,1366142,0,2,2,30.8,1822727,1.0,1.95,0,0,0,7.82,0,NORMAL
1775783838,68600d46-636f-422a-8c25-65fc67a64dc9,upload,6,0,0,9.88,0,3,4682689,0,2,2,51.53,20353,0.1,0.27,0,0,0,23.12,0,NORMAL
1775715366,12a16f20-087a-4126-84b9-f4e7259c3756,login,11,0,0,42.83,1,0,2733159,1,2,1,59.94,0,0.0,0.98,0,0,0,14.91,0,NORMAL
1775796314,f831e67c-e7d8-42a8-84b9-6f36531e30ad,login,10,0,0,22.69,0,0,3076977,1,0,1,39.01,0,0.0,2.68,0,0,0,21.72,0,NORMAL
1775758296,31ccaf43-7335-4948-8f3a-c91a3a712760,upload,23,0,0,28.68,1,2,979963,0,2,2,57.44,468693,0.1,0.56,0,0,0,10.35,0,NORMAL
1775795362,aaf2dc9f-e6d9-451a-84e6-89ca9181a171,download,9,0,0,47.35,3,0,4544617,0,2,1,26.94,137993380,0.85,0.73,0,0,0,21.54,0,NORMAL
1775731691,a2464326-65e4-443c-ab38-fc5d6ecdd532,download,16,0,0,31.68,1,0,898130,0,1,2,48.49,98699007,0.6,1.58,0,0,0,21.82,0,NORMAL
1775664756,cf63307c-cd12-4ffe-b528-af73664d42e4,login,21,0,0,30.64,1,0,4615108,1,0,1,44.55,0,0.0,0.75,0,0,0,4.21,0,NORMAL
1775987571,74d17b23-fe0c-4ab1-af92-756dd75532f2,download,15,1,0,33.51,5,0,2609130,0,0,2,3.9,1217952,0.3,2.4,0,0,0,14.68,0,NORMAL
1775851877,c7b7faf3-38c3-433e-a12b-b7b6181e95ce,login,1,1,0,42.09,2,0,1319891,1,0,1,15.11,0,0.0,1.89,0,1,0,9.76,0,NORMAL
1775828038,30a4ba04-7686-4ca3-8728-e424c23c3b56,list,19,0,0,27.43,1,0,1680504,0,0,1,16.36,0,0.0,1.19,0,0,0,12.47,0,NORMAL
1775867436,c029e2e9-84da-4d2e-9e77-798153627680,login,6,1,0,15.72,2,0,4014753,1,2,2,22.25,0,0.0,2.15,0,0,0,17.44,0,NORMAL
1775990048,22376e2f-8125-4789-b859-8454720bd696,share,16,1,0,34.52,0,0,1319655,0,0,1,10.51,3459398,0.3,1.16,0,0,0,7.87,0,NORMAL
1775721288,3c69c521-5631-417b-b04f-c93a598fea47,login,13,0,0,48.94,1,0,2869175,0,2,1,36.38,0,0.0,1.96,0,0,0,19.34,0,NORMAL
1775866782,3c69c521-5631-417b-b04f-c93a598fea47,list,5,1,0,21.84,2,0,545420,0,0,2,48.0,0,0.0,2.63,0,0,0,21.44,0,NORMAL
1775720938,6adc1234-11c6-4869-9e2f-7244de44b0ba,upload,13,0,0,49.75,0,1,4459774,0,1,2,37.65,5219604,1.0,1.66,0,0,0,10.88,0,NORMAL
1775694462,aaf2dc9f-e6d9-451a-84e6-89ca9181a171,download,5,0,0,29.3,5,0,590351,0,0,2,20.5,9954880,1.0,2.89,0,0,0,16.71,0,NORMAL
1776159505,5e0f7d66-768e-4762-84c7-e5892ab6f964,download,15,0,0,5.43,4,0,422374,0,1,1,51.71,2485737,0.4,2.98,0,1,0,3.94,0,NORMAL
1775747123,e4e65a10-810e-4d49-9106-b46f2a6b0195,upload,20,0,0,12.74,0,0,540589,0,2,1,47.41,100094467,0.9,0.84,0,0,0,2.78,0,NORMAL
1775689673,1edd1f94-cb72-48d6-a8fd-e87d1aa31d7e,download,4,0,0,30.84,3,0,428243,0,2,2,6.81,1625009,0.3,1.98,0,0,0,15.45,0,NORMAL
1775835312,16690f35-f26d-4029-a471-5acc4ddaf3e6,download,21,0,0,12.91,5,0,2375276,0,2,1,27.12,6024562,1.0,1.01,0,0,0,2.33,0,NORMAL
1775797792,ed435d4c-3779-4be7-86c3-ae4d67cc75aa,list,10,0,0,20.13,1,0,3015900,0,0,1,58.41,0,0.0,2.99,0,0,0,3.68,0,NORMAL
1775832186,437491dc-fbda-4bb4-a455-85a013efd5db,delete,20,0,0,23.97,0,0,184374,0,2,2,33.98,17879628,0.6,2.48,0,0,0,3.48,0,NORMAL
1775690980,73e19eec-36cd-426e-89ce-245d445bcb2a,download,4,0,0,38.31,4,0,1775732,0,2,2,20.03,90003228,0.6,1.16,0,0,0,15.48,0,NORMAL
1775755456,5746d4c2-87b1-41e5-9cab-26935cc7d9c4,download,22,0,0,22.81,3,0,2611155,0,1,2,18.63,1794988,0.4,1.89,0,0,0,6.38,0,NORMAL
1775685642,b840b7a2-bd4a-4d5b-94e4-0506169c1ab0,download,3,0,0,30.67,1,0,3711977,0,0,1,13.91,4440585,0.3,0.33,0,0,0,16.18,0,NORMAL
1775783154,aa7f48f4-c359-4ffa-84ce-c8e54f3a08c0,upload,6,0,0,1.26,1,0,260901,0,0,1,15.79,26701562,0.6,0.16,0,0,0,19.38,0,NORMAL
1775681274,f54e2088-91e4-49dd-9d66-e6d970111238,download,2,0,0,37.44,2,0,4727393,0,1,1,15.92,34685975,0.6,0.55,0,0,0,22.2,0,NORMAL
1775746634,f69daf95-f67a-4286-9ddd-e88b6b4ec59b,list,20,0,0,2.69,0,0,1872409,0,2,2,5.91,0,0.0,2.11,0,0,0,4.99,0,NORMAL
1775718861,787b53a8-9c39-4065-88b7-e617e2e3e502,download,12,0,0,19.66,3,0,4415008,0,1,2,15.35,876751,0.4,2.22,0,0,0,4.27,0,NORMAL
1775789370,998f84e5-6146-4443-bb3a-65aa02ec828d,upload,8,0,0,32.72,1,0,4836556,0,0,2,9.18,215375970,0.85,2.65,0,0,0,12.02,0,NORMAL
1775685765,aa7f48f4-c359-4ffa-84ce-c8e54f3a08c0,upload,3,0,0,25.21,1,1,1470915,0,2,2,22.69,286376367,0.9,2.77,0,0,0,23.76,0,NORMAL
1775906390,0cf797aa-f6e0-43fc-9dad-88cf0ca9445e,download,16,1,0,38.69,3,0,2687952,0,2,1,19.1,430774790,0.9,2.0,0,0,0,8.87,0,NORMAL
1775807276,cf72b9c1-4d2c-4e26-a49f-c85ab88480a6,download,13,0,0,33.59,4,0,1817503,0,0,2,31.65,495225,0.1,1.86,0,0,0,3.81,0,NORMAL
1775712287,3c69c521-5631-417b-b04f-c93a598fea47,download,10,0,0,38.75,2,0,4679498,0,0,1,9.4,94984881,0.6,0.2,0,0,0,21.04,0,NORMAL
1776013609,0821e508-5c11-40c6-8a92-f1cb7bfa0664,list,22,1,0,14.96,0,0,2179167,0,0,2,31.7,0,0.0,0.98,0,0,0,1.39,0,NORMAL
1775769125,6a97e437-9b28-4026-a1c5-d89167a3fb5d,login,2,0,0,42.7,1,0,1457483,0,2,2,2.35,0,0.0,2.05,0,0,0,10.72,0,NORMAL
1775857998,6ed7a00d-6d1d-46f0-908a-84d6deae863e,upload,3,1,0,35.92,0,1,4659338,0,0,1,41.24,1825132,0.3,3.0,0,0,0,11.99,0,NORMAL
1775724789,33c30aeb-1aee-4676-88d4-980d5b2f26c0,list,14,0,0,29.85,2,0,4443776,0,0,1,2.54,0,0.0,2.96,0,0,0,16.74,0,NORMAL
1775650557,ab0b8745-1f91-42ef-ad5e-35bb579601ba,list,17,0,0,5.67,1,0,3786732,0,1,1,30.53,0,0.0,2.52,0,0,0,12.5,0,NORMAL
1775726090,6e477b01-4fa6-4c0b-bf5b-5088fdb323a5,login,14,0,0,23.59,0,0,710155,1,0,2,44.34,0,0.0,0.53,0,0,0,10.27,0,NORMAL
1775747982,d522769e-d563-4e88-bf02-9991f3931133,login,20,0,0,14.08,1,0,2700760,1,0,1,18.55,0,0.0,2.11,0,0,0,17.18,0,NORMAL
1775971841,744be4bf-fb5b-4a5d-b299-c4068be55fd5,list,11,1,0,12.35,2,0,4182735,0,1,1,47.94,0,0.0,1.09,0,0,0,17.61,0,NORMAL
1775861806,c029e2e9-84da-4d2e-9e77-798153627680,list,4,1,0,44.32,1,0,2108123,0,0,2,59.47,0,0.0,1.76,0,0,0,21.32,0,NORMAL
1775656571,ed435d4c-3779-4be7-86c3-ae4d67cc75aa,login,19,0,0,25.3,1,0,4833761,1,2,1,22.68,0,0.0,0.51,0,0,0,8.5,0,NORMAL
1775715776,5e0f7d66-768e-4762-84c7-e5892ab6f964,list,11,0,0,28.97,2,0,3005532,0,2,2,28.8,0,0.0,0.77,0,0,0,11.78,0,NORMAL
1775787330,6adc1234-11c6-4869-9e2f-7244de44b0ba,upload,7,0,0,38.63,0,1,4377601,0,2,1,7.14,32241245,0.8,2.91,0,0,0,18.28,0,NORMAL
1775833396,437491dc-fbda-4bb4-a455-85a013efd5db,login,20,0,0,39.68,1,0,2939301,0,1,2,25.92,0,0.0,2.21,0,0,0,13.44,0,NORMAL
1775647402,cead1e6f-d616-4a7d-8f13-3da2bd906adc,download,16,0,1,8542.38,226,0,351785565,0,0,2,201.06,484440131,0.86,23.99,1,0,0,0.04,1,HNDL
1775647746,cead1e6f-d616-4a7d-8f13-3da2bd906adc,download,16,0,1,9511.66,199,0,452788129,0,0,1,391.23,324965205,0.7,70.8,1,1,1,0.1,1,HNDL
1775902152,c7cb96d3-4751-4a43-aa16-7cd8a71cb99f,upload,15,1,0,44.56,2,3,4013243,0,0,2,10.81,190007267,0.6,0.88,0,0,0,21.54,0,NORMAL
1775657917,8a94b69f-8eaa-487b-841b-9dcef142527e,delete,22,0,0,58.77,34,0,203718427,0,0,1,181.37,1721159566,0.63,17.15,0,0,0,2.96,1,EXFILTRATION
1775648916,f08eba70-8aa3-47b0-b5ee-886401175f0c,login,17,0,1,1262.61,0,0,191163,20,103,8,1.39,0,0.0,11.91,0,1,1,0.133,1,CRED_STUFFING
1775678496,74d17b23-fe0c-4ab1-af92-756dd75532f2,share,1,0,0,18.28,2,0,349558,0,2,1,4.98,219572735,0.9,2.19,0,0,0,12.29,0,NORMAL
1775653306,3a01a61a-a62f-42c9-8261-d3a6bf8a815b,delete,18,0,0,28.52,0,0,1649528,0,1,2,33.88,283778,0.3,1.49,0,0,0,15.92,0,NORMAL
1775895795,3a01a61a-a62f-42c9-8261-d3a6bf8a815b,share,13,1,0,41.79,1,0,304090,0,2,1,42.8,419340,0.1,2.92,0,0,0,10.39,0,NORMAL
1775732522,22fd4d0b-15a6-49e4-8a36-173e9083503b,upload,16,0,0,0.89,2,3,3008079,0,0,1,20.33,37880230,0.8,2.38,0,0,0,1.26,0,NORMAL
1775795640,998f84e5-6146-4443-bb3a-65aa02ec828d,login,10,0,0,24.63,2,0,2370519,0,2,2,34.3,0,0.0,2.31,0,0,0,19.67,0,NORMAL
1775764156,856c7a66-3df3-451c-ac57-5d92fdacc355,download,1,0,1,1.74,5,0,3464142,0,2,1,51.48,243887043,0.9,1.91,0,0,0,9.38,0,NORMAL
1775807710,7654b269-1c3a-4386-979a-a71a7af6751e,upload,13,0,0,48.93,1,3,4036651,0,2,1,7.83,375784939,0.9,2.61,0,0,0,22.45,0,NORMAL
1776030030,ab0b8745-1f91-42ef-ad5e-35bb579601ba,download,3,0,0,2.0,2,0,124642,0,2,1,57.09,333530953,0.9,0.99,0,0,0,5.0,0,NORMAL
1775771345,cf72b9c1-4d2c-4e26-a49f-c85ab88480a6,list,3,0,0,40.72,2,0,772696,0,1,2,4.96,0,0.0,1.27,0,0,0,17.68,0,NORMAL
1775837730,c029e2e9-84da-4d2e-9e77-798153627680,login,21,0,0,31.17,1,0,4491835,1,1,2,56.61,0,0.0,2.07,0,0,0,20.77,0,NORMAL
1775743968,ab0b8745-1f91-42ef-ad5e-35bb579601ba,list,19,0,0,30.1,1,0,91111,0,0,2,32.41,0,0.0,1.26,0,0,0,5.88,0,NORMAL
1775667982,c029e2e9-84da-4d2e-9e77-798153627680,share,22,0,0,44.85,2,0,3951014,0,2,2,42.74,49714254,0.6,2.42,0,0,0,12.4,0,NORMAL
1775747790,c029e2e9-84da-4d2e-9e77-798153627680,list,20,0,0,22.81,2,0,1874590,0,1,1,32.77,0,0.0,2.71,0,0,0,23.1,0,NORMAL
1775861342,437491dc-fbda-4bb4-a455-85a013efd5db,download,4,1,0,38.69,4,0,2877848,0,1,2,54.11,18843539,0.8,0.1,0,0,0,1.94,0,NORMAL
1775761990,87070961-4793-449d-9dc6-591a0d31d227,list,0,0,0,27.84,2,0,1435706,0,2,2,13.85,0,0.0,2.81,0,0,0,14.24,0,NORMAL
1775914989,5bc9c041-f3ae-42cd-9950-89bc3caff92d,list,19,1,0,43.58,0,0,1606321,0,2,1,5.56,0,0.0,1.11,0,0,0,21.47,0,NORMAL
1775726742,e4e65a10-810e-4d49-9106-b46f2a6b0195,download,14,0,0,12.71,3,0,2451139,0,2,1,35.81,264239983,0.9,2.85,0,0,0,6.47,0,NORMAL
1775682439,8d5b6fa4-56c1-4c95-95f1-2b809f9a93f8,download,2,0,0,39.58,3,0,316461,0,0,2,2.14,179508,0.1,2.56,0,0,0,7.6,0,NORMAL
1775847486,87070961-4793-449d-9dc6-591a0d31d227,login,0,1,0,17.19,0,0,1773486,0,1,2,24.24,0,0.0,2.57,0,0,0,20.42,0,NORMAL
1775789508,c7cb96d3-4751-4a43-aa16-7cd8a71cb99f,download,8,0,0,0.27,3,0,2859814,0,2,1,12.18,21704121,0.8,1.6,0,0,0,3.75,0,NORMAL
1776091527,065473ec-d395-4a45-8a05-90eaa8516705,download,20,0,0,11.36,5,0,4944101,0,1,1,3.95,30308317,0.6,2.17,0,0,0,5.36,0,NORMAL
1775791974,cdd41ade-8931-4c83-8a70-521d176b816b,list,9,0,0,24.74,0,0,2677974,0,0,2,50.58,0,0.0,1.2,0,0,0,16.46,0,NORMAL
1776025576,63495986-6afb-4fec-a2b7-2ed031bf99f5,download,1,0,0,28.89,3,0,287859,0,1,2,24.01,1985369,0.3,1.07,0,0,0,9.93,0,NORMAL
1775893656,b63f590e-57b9-4a70-821c-e03a49de075e,list,13,1,0,17.0,2,0,2925290,0,1,2,55.96,0,0.0,1.3,0,0,0,20.03,0,NORMAL
1775668958,d522769e-d563-4e88-bf02-9991f3931133,list,22,0,0,27.65,1,0,2548832,0,1,1,35.7,0,0.0,0.87,0,0,0,14.28,0,NORMAL
1775707400,aec2ee78-e0e5-4a92-8f7e-f21979c3648b,list,9,0,0,40.85,1,0,4040541,0,2,1,45.16,0,0.0,0.64,0,0,0,5.93,0,NORMAL
1776009783,b1b217f8-ebac-4a0a-bb86-83bd0c4dd3e3,share,21,1,0,24.94,0,0,664711,0,2,1,47.59,2923075,1.0,1.01,0,0,0,13.9,0,NORMAL
1775849526,c7b7faf3-38c3-433e-a12b-b7b6181e95ce,download,1,1,0,47.71,4,0,3057325,0,2,2,38.78,1637398825,0.85,1.93,0,0,0,7.98,0,NORMAL
1775997276,beee5f63-948a-47b4-b947-abba9c90b7f5,download,18,1,0,1.77,4,0,1954314,0,2,1,49.42,3801675,0.3,0.71,0,0,0,7.36,0,NORMAL
1775914006,0cf797aa-f6e0-43fc-9dad-88cf0ca9445e,download,18,1,0,44.71,3,0,3654516,0,1,2,10.57,1378338,0.4,0.52,0,0,0,13.48,0,NORMAL
1775786046,d8031173-754f-43be-a0a8-6f11e3f54ba7,upload,7,0,0,19.53,0,1,4281049,0,1,1,58.72,4089868,0.3,0.81,0,0,0,3.01,0,NORMAL
1775694384,eeb722d6-0ff8-4da8-83e7-08f98c25cc08,login,5,0,0,7.68,0,0,4438153,0,0,1,40.51,0,0.0,2.08,0,0,0,15.53,0,NORMAL
1775767087,22fd4d0b-15a6-49e4-8a36-173e9083503b,share,2,0,0,14.54,0,0,3020525,0,0,1,27.0,1017253,0.3,1.75,0,0,0,2.31,0,NORMAL
1775685504,0dc5c104-1c03-443a-b939-efac0a2afbc8,download,3,0,0,39.62,3,0,1399113,0,2,2,52.67,140052,0.1,1.05,0,0,0,20.14,0,NORMAL
1776049962,83241ac0-ddd8-4bf5-bb8a-3fb0d367d596,upload,8,0,0,4.04,1,3,3615050,0,2,2,2.96,61335662,0.6,1.08,0,0,0,0.79,0,NORMAL
1775989282,85dc1174-ebb0-4798-a037-096a2eecb4f5,list,15,1,0,48.97,1,0,803508,0,0,2,56.31,0,0.0,1.93,0,0,0,18.73,0,NORMAL
1775750492,556a2ede-42dc-4900-9d9a-8291605ed08a,download,21,0,0,7.0,1,0,1378429,0,2,1,12.9,4093922,0.3,0.33,0,0,0,12.77,0,NORMAL
1775815813,a2857cae-47ca-46a7-92d3-86bfbe4c7fa2,list,15,0,0,47.81,2,0,85261,0,1,1,17.54,0,0.0,0.52,0,0,0,21.04,0,NORMAL
1775864646,f69daf95-f67a-4286-9ddd-e88b6b4ec59b,login,5,1,0,47.7,0,0,1625897,0,2,2,44.0,0,0.0,1.97,0,0,0,7.84,0,NORMAL
1775848590,6183635c-6feb-4556-b1fb-b0d6673d7362,download,0,1,0,8.36,4,0,4189227,0,0,1,20.17,14961192,0.8,1.55,0,0,0,8.71,0,NORMAL
1775648066,065473ec-d395-4a45-8a05-90eaa8516705,list,17,0,0,38.34,1,0,4639036,0,0,1,31.6,0,0.0,1.15,0,0,0,4.19,0,NORMAL
1775735335,19d48dcc-28cf-439f-bc9d-758e0cd26b88,upload,17,0,0,20.1,1,0,15926,0,1,1,47.68,76612151,0.6,1.56,0,0,0,14.68,0,NORMAL
1775768978,21a615b3-4356-4e29-8d4e-2f065a577f80,list,2,0,0,34.21,2,0,4492122,0,0,2,14.32,0,0.0,2.51,0,0,0,11.89,0,NORMAL
1775692806,379d02b7-6a22-47e3-9250-d81ef85666d5,login,5,0,0,43.35,1,0,3429690,0,1,2,32.16,0,0.0,2.85,0,0,0,3.34,0,NORMAL
1775835304,eeb722d6-0ff8-4da8-83e7-08f98c25cc08,list,21,0,0,48.16,0,0,2208002,0,0,2,31.12,0,0.0,1.52,0,0,0,18.31,0,NORMAL
1775762399,134ccea5-fb4e-4c54-9666-bdf2cb8600c9,upload,0,0,0,40.37,0,0,3450034,0,2,2,23.59,11987620,0.6,1.96,0,0,0,23.4,0,NORMAL
1775803046,787b53a8-9c39-4065-88b7-e617e2e3e502,list,12,0,0,21.6,2,0,1001208,0,2,1,2.81,0,0.0,2.58,0,0,0,12.72,0,NORMAL
1775909374,5bc9c041-f3ae-42cd-9950-89bc3caff92d,download,17,1,0,29.61,5,0,3444639,0,1,1,34.61,434043,0.3,1.83,0,0,0,12.69,0,NORMAL
1775830061,c7cb96d3-4751-4a43-aa16-7cd8a71cb99f,list,19,0,0,24.84,1,0,2153489,0,0,1,44.78,0,0.0,1.14,0,0,0,1.41,0,NORMAL
1775653501,cceaf636-b58b-4704-aaca-fe7b82537ff2,download,22,1,0,159.38,95,0,230262874,0,0,1,141.13,1110585595,0.64,8.56,0,0,0,0.65,1,EXFILTRATION
1775657787,8d5b6fa4-56c1-4c95-95f1-2b809f9a93f8,upload,19,0,0,13.59,1,0,4124191,0,1,2,20.0,41775502,0.8,1.55,0,0,0,20.2,0,NORMAL
1775703179,600458f9-7e51-4c6a-a4de-b8399fe2c3fe,login,8,0,0,17.19,0,0,2960989,0,0,1,4.89,0,0.0,0.77,0,0,0,15.05,0,NORMAL
1775704251,7b59494d-6adc-45bf-b297-9d8848c965c5,download,8,0,0,11.36,1,0,1241746,0,1,1,24.36,659349,0.4,0.87,0,0,0,18.93,0,NORMAL
1775736326,e0833638-7433-4b11-bff6-01720822e014,list,17,0,0,28.75,2,0,1267464,0,1,1,57.7,0,0.0,2.34,0,0,0,17.22,0,NORMAL
1775659041,73e19eec-36cd-426e-89ce-245d445bcb2a,delete,20,0,0,9.02,0,0,4350423,0,0,1,30.36,40115199,0.6,1.85,0,0,0,22.12,0,NORMAL
1775774734,73e19eec-36cd-426e-89ce-245d445bcb2a,list,4,0,0,32.2,2,0,2603835,0,0,2,42.35,0,0.0,2.03,0,0,0,11.81,0,NORMAL
1775757251,6cc380fe-b8b5-4d37-83be-da82290a1592,list,23,0,0,39.45,1,0,4440513,0,0,2,2.84,0,0.0,2.74,0,0,0,6.43,0,NORMAL
1775671301,21a615b3-4356-4e29-8d4e-2f065a577f80,upload,23,0,0,19.58,1,3,527434,0,2,2,43.17,28488475,0.6,1.29,0,0,0,14.54,0,NORMAL
1775951286,d522769e-d563-4e88-bf02-9991f3931133,login,5,1,0,41.59,1,0,4732875,0,0,1,18.07,0,0.0,1.26,0,0,0,4.25,0,NORMAL
1775660421,6183635c-6feb-4556-b1fb-b0d6673d7362,list,20,0,0,43.6,0,0,4786860,0,0,1,46.96,0,0.0,1.96,0,0,0,22.28,0,NORMAL
1775839509,1edd1f94-cb72-48d6-a8fd-e87d1aa31d7e,download,22,0,0,27.27,5,0,2938985,0,1,2,6.01,136826824,0.6,2.95,0,0,0,11.11,0,NORMAL
1775729986,73e19eec-36cd-426e-89ce-245d445bcb2a,list,15,0,0,45.42,0,0,2021041,0,2,1,44.29,0,0.0,0.33,0,0,0,12.02,0,NORMAL
1775654866,5bc9c041-f3ae-42cd-9950-89bc3caff92d,download,18,0,0,21.66,1,0,1331500,0,0,1,45.15,59713655,0.6,1.62,0,0,0,3.09,0,NORMAL
1775649471,f08eba70-8aa3-47b0-b5ee-886401175f0c,login,17,0,0,642.24,0,0,69508,4,96,7,1.61,0,0.0,10.12,0,0,1,0.173,1,CRED_STUFFING
